傲岸不群	aabq
是非之地	ufvd
身负重任	ufvr
深孚众望	ufvw
十分之一	ufvy
胜负未知	ufwv
师范学校	ufxx
收发由心	ufyx
收放自如	ufzr
食古不化	ugbh
深更半夜	ugby
施工单位	ugdw
生瓜蛋子	ugdz
善贾而沽	ugeg
升官发财	ugfc
生根发芽	ugfy
睡个好觉	ughj
硕果仅存	ugjc
说干就干	ugjg
时过境迁	ugjq
上个礼拜	uglb
硕果累累	ugll
瘦骨嶙峋	uglx
伸个懒腰	ugly
山高路远	ugly
神鬼莫测	ugmc
时乖命蹇	ugmj
说个没完	ugmw
双管齐下	ugqx
时光荏苒	ugrr
时光如水	ugru
时高时低	ugud
上个世纪	uguj
水光山色	ugus
上纲上线	ugux
山高水远	uguy
事关重大	ugvd
收官之战	ugvv
尸骨无存	ugwc
深耕细作	ugxz
社会主义	uhvy
伤春悲秋	uibq
生辰八字	uibz
恃宠而骄	uiej
神出鬼没	uigm
山川河流	uihl
省吃俭用	uijy
势成骑虎	uiqh
双重人格	uirg
师出无名	uiwm
事出无奈	uiwn
事出有因	uiyy
生机盎然	ujar
生机勃勃	ujbb
盛极必衰	ujbu
身经百战	ujbv
数见不鲜	ujbx
手脚并用	ujby
时间不早	ujbz
神经错乱	ujcl
事急从权	ujcq
社稷次之	ujcv
少见多怪	ujdg
世界大战	ujdv
世界第一	ujdy
世家大族	ujdz
盛极而衰	ujeu
世界冠军	ujgj
神经过敏	ujgm
身居高位	ujgw
双剑合璧	ujhb
杀鸡骇猴	ujhh
世界和平	ujhp
数九寒天	ujht
时间成本	ujib
时间紧促	ujjc
杀鸡儆猴	ujjh
深居简出	ujji
世界纪录	ujjl
时间紧迫	ujjp
舍己救人	ujjr
势均力敌	ujld
手脚麻利	ujml
释迦牟尼	ujmn
世界末日	ujmr
神机妙算	ujms
神经末梢	ujmu
十几年来	ujnl
生机蓬勃	ujpb
杀鸡取卵	ujql
舍近求远	ujqy
身娇肉贵	ujrg
嗜酒如命	ujrm
善解人意	ujry
失节事大	ujud
神经衰弱	ujur
生津止渴	ujvk
实践证明	ujvm
市井之徒	ujvt
时机未到	ujwd
伤及无辜	ujwg
世界屋脊	ujwj
市井无赖	ujwl
舍己为人	ujwr
实际行动	ujxd
杀鸡吓猴	ujxh
市井小人	ujxr
神经系统	ujxt
手疾眼快	ujyk
世界一流	ujyl
甩开膀子	ukbz
适可而止	ukev
首开风气	ukfq
矢口否认	ukfr
首开纪录	ukjl
盛况空前	ukkq
守口如瓶	ukrp
双卡双待	ukud
时快时慢	ukum
受苦受难	ukun
水可载舟	ukzv
始料不及	ulbj
生老病死	ulbs
说了半天	ulbt
十里八乡	ulbx
顺流而下	ulex
失了分寸	ulfc
水利工程	ulgi
胜利果实	ulgu
生龙活虎	ulhh
说来话长	ulhi
十里长亭	ulit
顺理成章	uliv
十六进制	uljv
上了年纪	ulnj
身临其境	ulqj
十六七岁	ulqs
石榴裙下	ulqx
收揽人心	ulrx
生离死别	ulsb
生灵涂炭	ultt
水来土掩	ulty
水落石出	ului
水利枢纽	ulun
说来说去	uluq
时冷时热	ulur
神来之笔	ulvb
始乱终弃	ulvq
擅离职守	ulvu
顺利完成	ulwi
始料未及	ulwj
生理问题	ulwt
生理卫生	ulwu
双龙戏珠	ulxv
圣卢西亚	ulxy
生拉硬扯	ulyi
生理盐水	ulyu
时来运转	ulyv
试了一下	ulyx
上了贼船	ulzi
胜利在望	ulzw
生命不息	umbx
睡眠不足	umbz
鼠目寸光	umcg
生命财产	umci
水墨丹青	umdq
声名大振	umdv
善莫大焉	umdy
声名大噪	umdz
山盟海誓	umhu
生猛海鲜	umhx
双眉紧蹙	umjc
手忙脚乱	umjl
水漫金山	umju
声名狼藉	umlj
圣马力诺	umln
神秘莫测	ummc
十面埋伏	ummf
审美疲劳	umpl
水木清华	umqh
声名鹊起	umqq
神目如电	umrd
收买人心	umrx
说没说过	umug
熟门熟路	umul
双目失明	umum
山明水秀	umux
盛名之下	umvx
生命之源	umvy
神秘兮兮	umxx
声名远播	umyb
拭目以待	umyd
深谋远虑	umyl
声名远扬	umyy
手脑并用	unby
恕难从命	uncm
十年动乱	undl
少年得志	undv
少年儿童	unet
山南海北	unhb
十年寒窗	unhi
上年结转	unjv
十拿九稳	unjw
少年老成	unli
上年同期	untq
十年树木	unum
少男少女	unun
熟能生巧	unuq
孰能无过	unwg
恕你无罪	unwz
善男信女	unxn
水能载舟	unzv
双拼加形	upjx
水平如镜	uprj
石破天惊	uptj
双拼双形	upux
双拼助记	upvj
顺坡下驴	upxl
水平有限	upyx
生气勃勃	uqbb
声情并茂	uqbm
十七八岁	uqbs
手起刀落	uqdl
说千道万	uqdw
蜀犬吠日	uqfr
鼠窃狗偷	uqgt
士气高涨	uqgv
神情恍惚	uqhh
神气活现	uqhx
诗情画意	uqhy
杀气冲天	uqit
盛情款待	uqkd
势穷力竭	uqlj
盛气凌人	uqlr
身强力壮	uqlv
社情民意	uqmy
盛情难却	uqnq
神清气爽	uqqu
尚且如此	uqrc
身轻如燕	uqry
杀气腾腾	uqtt
身强体壮	uqtv
说七说八	uqub
山穷水尽	uquj
十全十美	uqum
孰轻孰重	uquv
山清水秀	uqux
神气十足	uquz
手牵着手	uqvu
水清无鱼	uqwy
上情下达	uqxd
声气相通	uqxt
首屈一指	uqyv
身轻言微	uqyw
顺其自然	uqzr
胜券在握	uqzw
时日不多	urbd
收入不菲	urbf
视如草芥	urcj
杀人夺宝	urdb
杀人放火	urfh
深入骨髓	urgs
声如洪钟	urhv
深入虎穴	urhx
杀人偿命	urim
视如己出	urji
水乳交融	urjr
世人皆知	urjv
视如寇仇	urki
生日快乐	urkl
势如累卵	urll
潸然泪下	urlx
杀人灭口	urmk
收入囊中	urnv
生日派对	urpd
势如破竹	urpv
深入浅出	urqi
杀人如麻	urrm
爽然若失	urru
深入人心	urrx
手如柔荑	urry
时日尚短	urud
是人是鬼	urug
势如水火	uruh
熟人熟事	uruu
水软山温	uruw
视如珍宝	urvb
受人之托	urvt
视若无睹	urwd
生人勿进	urwj
视若罔闻	urww
摄人心魄	urxp
杀人凶手	urxu
深入细致	urxv
授人以柄	uryb
杀人越货	uryh
胜人一筹	uryi
胜任愉快	uryk
授人以鱼	uryy
殊死搏斗	usbd
生死不离	usbl
生死不明	usbm
生死不知	usbv
生死不渝	usby
生死存亡	uscw
失散多年	usdn
说三道四	usds
身死道消	usdx
生死关头	usgt
少私寡欲	usgy
神思恍惚	ushh
世所罕见	ushj
神色慌张	ushv
声色俱厉	usjl
生死抉择	usjz
生死离别	uslb
生死轮回	uslh
声嘶力竭	uslj
生死难料	usnl
声色犬马	usqm
视死如归	usrg
十三四岁	usss
双宿双飞	usuf
水色山光	usug
是死是活	usuh
深思熟虑	usul
生死之交	usvj
生死之战	usvv
食髓知味	usvw
生死未卜	uswb
十四五岁	usws
十死无生	uswu
生死相搏	usxb
生死相随	usxs
生死相依	usxy
生死与共	usyg
深思远虑	usyl
生死有命	usym
神色自若	uszr
水土不服	utbf
身体不适	utbu
十天半月	utby
视同儿戏	utex
身体发肤	utff
事态发展	utfv
神通广大	utgd
神头鬼脸	utgl
生吞活剥	uthb
生态环境	uthj
伤天害理	uthl
身体健康	utjk
说停就停	utjt
识途老马	utlm
视同路人	utlr
水土流失	utlu
身体力行	utlx
顺藤摸瓜	utmg
伤透脑筋	utnj
生态平衡	utph
上天入地	utrd
世态人情	utrq
殊途同归	uttg
势同水火	utuh
傻头傻脑	utun
试探试探	utut
率土之滨	utvb
上天无路	utwl
水天相接	utxj
生态系统	utxt
上吐下泻	utxx
世态炎凉	utyl
顺天应人	utyr
水天一色	utys
神态自若	utzr
叔叔阿姨	uuay
授受不亲	uubq
生生不息	uubx
莎士比亚	uuby
束手待毙	uudb
神神叨叨	uudd
生杀大权	uudq
收拾东西	uudx
深山大泽	uudz
顺时而动	uued
顺势而为	uuew
说说而已	uuey
赏善罚恶	uufe
舒舒服服	uuff
闪闪发光	uufg
神神鬼鬼	uugg
上市公司	uugs
上上个月	uugy
声势浩大	uuhd
收受贿赂	uuhl
设身处地	uuid
杀身成仁	uuir
嗜杀成性	uuix
神神经经	uujj
十室九空	uujk
束手就擒	uujq
树上开花	uukh
时时刻刻	uukk
首鼠两端	uuld
深山密林	uuml
少数民族	uumz
世事难料	uunl
束手旁观	uupg
闪烁其词	uuqc
深受其害	uuqh
烧杀抢掠	uuql
实事求是	uuqu
顺手牵羊	uuqy
事实如此	uurc
顺水人情	uurq
盛衰荣辱	uurr
守身如玉	uury
收拾停当	uutd
失声痛哭	uutk
顺水推舟	uutv
晒晒太阳	uuty
束手束脚	uuuj
甩手掌柜	uuvg
事实证明	uuvm
首善之区	uuvq
杀声震天	uuvt
水生植物	uuvw
束手无策	uuwc
世事无常	uuwi
实属无奈	uuwn
舍生忘死	uuws
涉世未深	uuwu
识时务者	uuwv
伤势未愈	uuwy
尸山血海	uuxh
肾上腺素	uuxs
硕士学位	uuxw
莘莘学子	uuxz
生杀予夺	uuyd
身首异处	uuyi
睡上一觉	uuyj
书生意气	uuyq
蛇鼠一窝	uuyw
说实在话	uuzh
史上最牛	uuzn
沙沙作响	uuzx
实实在在	uuzz
十之八九	uvbj
施展不开	uvbk
善者不来	uvbl
神志不清	uvbq
始终不懈	uvbx
矢志不渝	uvby
梳妆打扮	uvdb
守株待兔	uvdt
深宅大院	uvdy
受之父母	uvfm
生长发育	uvfy
束之高阁	uvgg
失之毫厘	uvhl
山珍海味	uvhw
谁主沉浮	uvif
水涨船高	uvig
舌绽春雷	uvil
说正经的	uvjd
市直机关	uvjg
始终坚持	uvji
时至今日	uvjr
舌绽莲花	uvlh
十指连弹	uvlt
十指连心	uvlx
水中捞月	uvly
失之偏颇	uvpp
生殖器官	uvqg
舌战群儒	uvqr
逝者如斯	uvrs
始终如一	uvry
收之桑榆	uvsy
上知天文	uvtw
适者生存	uvuc
是真是假	uvuj
说着说着	uvuv
寿终正寝	uvvq
说着玩的	uvwd
失之我命	uvwm
生殖系统	uvxt
上蒸下煮	uvxv
上智下愚	uvxy
是这样的	uvyd
绳之以法	uvyf
始终一贯	uvyg
受之有愧	uvyk
杀猪宰羊	uvzy
殊为不易	uwby
手无寸铁	uwct
伤亡惨重	uwcv
声威大震	uwdv
识文断字	uwdz
身无分文	uwfw
生物工程	uwgi
收尾工作	uwgz
十万火急	uwhj
暑往寒来	uwhl
首尾呼应	uwhy
身无长处	uwii
上屋抽梯	uwit
身无长物	uwiw
事无绝对	uwjd
事无巨细	uwjx
收为己用	uwjy
说文解字	uwjz
生无可恋	uwkl
殊为可惜	uwkx
十五六岁	uwls
恕我冒昧	uwmm
殊为难得	uwnd
上无片瓦	uwpw
史无前例	uwql
舍我其谁	uwqu
尸位素餐	uwsc
深恶痛绝	uwtj
世外桃源	uwty
市委书记	uwuj
恕我失礼	uwul
食物中毒	uwvd
失物招领	uwvl
身外之物	uwvw
恕我直言	uwvy
视为畏途	uwwt
守望相助	uwxv
首尾相应	uwxy
山外有山	uwyu
手舞足蹈	uwzd
世卫组织	uwzv
烧香拜佛	uxbf
手下败将	uxbj
水泄不通	uxbt
深信不疑	uxby
耍小聪明	uxcm
兽性大发	uxdf
上下打量	uxdl
少先队员	uxdy
上下浮动	uxfd
率先垂范	uxif
甚嚣尘上	uxiu
嗜血成性	uxix
身心交瘁	uxjc
神仙精怪	uxjg
身心健康	uxjk
神仙眷侣	uxjl
身心俱疲	uxjp
身心俱损	uxjs
生性凉薄	uxlb
说心里话	uxlh
少小离家	uxlj
手下留情	uxlq
赏心乐事	uxlu
身陷囹圄	uxly
书香门第	uxmd
伤心难过	uxng
十项全能	uxqn
上下求索	uxqs
上下其手	uxqu
深陷其中	uxqv
上下齐心	uxqx
上下同心	uxtx
手心手背	uxub
水秀山明	uxum
收效甚微	uxuw
实心实意	uxuy
身先士卒	uxuz
身陷桎梏	uxvg
瞬息之间	uxvj
瞬息万变	uxwb
少小无猜	uxwc
歃血为盟	uxwm
世袭罔替	uxwt
上行下达	uxxd
上行下效	uxxx
水性杨花	uxyh
稍逊一筹	uxyi
伤心欲绝	uxyj
升学压力	uxyl
赏心悦目	uxym
失信于人	uxyr
上下一心	uxyx
上下左右	uxzy
说一不二	uybe
十有八九	uybj
拾遗补阙	uybq
食欲不振	uybv
山野村夫	uycf
事业单位	uydw
石油大学	uydx
食欲大增	uydz
十一二点	uyed
食言而肥	uyef
铩羽而归	uyeg
十一二岁	uyes
十一二月	uyey
是友非敌	uyfd
甚于防川	uyfi
受益匪浅	uyfq
时有发生	uyfu
适用范围	uyfw
是耶非耶	uyfy
深有感触	uygi
商业公司	uygs
少言寡语	uygy
十月怀胎	uyht
稍有差池	uyii
杀一儆百	uyjb
授业解惑	uyjh
煞有介事	uyju
受益良多	uyld
睡眼朦胧	uyml
适应能力	uynl
数易其稿	uyqg
数以千计	uyqj
煞有其事	uyqu
商业气息	uyqx
深有同感	uytg
深有体会	uyth
寿与天齐	uytq
手眼通天	uytt
神游天外	uytw
神游太虚	uytx
善有善报	uyub
数一数二	uyue
孰优孰劣	uyul
时有时无	uyuw
时隐时现	uyux
世易时移	uyuy
事已至此	uyvc
谁与争锋	uyvf
术有专攻	uyvg
善游者溺	uyvn
实用主义	uyvy
数以万计	uywj
深以为然	uywr
双眼无神	uywu
水银泻地	uyxd
实言相告	uyxg
生意兴隆	uyxl
睡眼惺忪	uyxs
十一月份	uyyf
商业银行	uyyh
山肴野蔌	uyys
施以援手	uyyu
事与愿违	uyyw
手有余香	uyyx
始于足下	uyzx
势在必得	uzbd
数罪并罚	uzbf
狮子搏兔	uzbt
势在必行	uzbx
神憎鬼厌	uzgy
十字街头	uzjt
说走就走	uzjz
耍嘴皮子	uzpz
事在人为	uzrw
实在是高	uzug
手足之情	uzvq
手足无措	uzwc
少走弯路	uzwl
手足相残	uzxc
实则虚之	uzxv
始作俑者	uzyv
治安案件	vaaj
止步不前	vbbq
朝不保夕	vbbx
找不到北	vbdb
振臂高呼	vbgh
周边国家	vbgj
转不过弯	vbgw
准备好了	vbhl
治病救人	vbjr
这不就是	vbju
准备就绪	vbjx
真不愧是	vbku
睁不开眼	vbky
直布罗陀	vblt
招兵买马	vbmm
正本清源	vbqy
真不容易	vbry
中饱私囊	vbsn
追本溯源	vbsy
针砭时弊	vbub
丈八蛇矛	vbum
找不着北	vbvb
知不知道	vbvd
支不支持	vbvi
站不住脚	vbvj
照搬照套	vbvt
转败为胜	vbwu
转悲为喜	vbwx
照本宣科	vbxk
止步于此	vbyc
振臂一呼	vbyh
诈败佯输	vbyu
志不在此	vbzc
知错不改	vcbg
志存高远	vcgy
斩草除根	vcig
招财进宝	vcjb
知错就改	vcjg
知错能改	vcng
注册商标	vcub
真材实料	vcul
真才实学	vcux
斩草为马	vcwm
只此一家	vcyj
注册资本	vczb
注册资金	vczj
诸多不便	vdbb
债多不愁	vdbi
战斗不止	vdbv
志大才疏	vdcu
捉刀代笔	vddb
种豆得豆	vddd
主导地位	vddw
重点大学	vddx
正当防卫	vdfw
抓大放小	vdfx
正大光明	vdgm
直捣黄龙	vdhl
主动出击	vdij
长大成人	vdir
张灯结彩	vdjc
真的假的	vdjd
斩钉截铁	vdjt
指点江山	vdju
重大进展	vdjv
指点迷津	vdmj
主动请缨	vdqy
煮豆燃萁	vdrq
重大损失	vdsu
重大突破	vdtp
直达天听	vdtt
掌灯时分	vduf
重大事件	vduj
真的真的	vdvd
站得住脚	vdvj
真刀真枪	vdvq
赚点外快	vdwk
重大问题	vdwt
值得信赖	vdxl
直到现在	vdxz
渣打银行	vdyh
睁大眼睛	vdyj
志得意满	vdym
值得一提	vdyt
这倒也是	vdyu
重大影响	vdyx
值得拥有	vdyy
镇定自若	vdzr
重大作用	vdzy
卓尔不凡	vebf
正儿八经	vebj
卓尔不群	vebq
直而不肆	vebs
丈二和尚	vehu
丈二金刚	vejg
抓耳挠腮	vens
知恩图报	vetb
珍而重之	vevv
震耳欲聋	veyl
遮风避雨	vfby
争分夺秒	vfdm
政法大学	vfdx
遮风挡雨	vfdy
追风赶月	vfgy
争风吃醋	vfic
政府机关	vfjg
装疯卖傻	vfmu
栉风沐雨	vfmy
招蜂惹蝶	vfrd
执法如山	vfru
振奋人心	vfrx
针锋相对	vfxd
朝发夕至	vfxv
招蜂引蝶	vfyd
昼伏夜出	vfyi
枝繁叶茂	vfym
治国安邦	vgab
治国安民	vgam
珠光宝气	vgbq
猪狗不如	vgbr
枕戈待旦	vgdd
种瓜得瓜	vgdg
这个倒是	vgdu
追根究底	vgjd
这个礼拜	vglb
张冠李戴	vgld
趾高气昂	vgqa
斩瓜切菜	vgqc
趾高气扬	vgqy
正该如此	vgrc
中国人民	vgrm
追根溯源	vgsy
转过头来	vgtl
转过头去	vgtq
昭告天下	vgtx
这个时候	vguh
震古烁今	vguj
转过身来	vgul
转过身去	vguq
知根知底	vgvd
中国政府	vgvf
贞观之治	vgvv
至关重要	vgvy
追根问底	vgwd
这个问题	vgwt
中国文学	vgwx
追根寻底	vgxd
朝过夕改	vgxg
众寡悬殊	vgxu
忠肝义胆	vgyd
中国银行	vgyh
朝歌夜弦	vgyx
展翅高飞	vigf
朱唇皓齿	vihi
知耻后勇	vihy
中产阶级	vijj
舟车劳顿	vild
咫尺千里	viql
咫尺天涯	vity
转嗔为喜	viwx
张弛有度	viyd
筑巢引凤	viyf
忠君爱国	vjag
正经八百	vjbb
招架不住	vjbv
真金白银	vjby
铢积寸累	vjcl
洲际导弹	vjdd
斩将夺旗	vjdq
浙江大学	vjdx
摘金夺银	vjdy
捉襟见肘	vjjv
直截了当	vjld
中坚力量	vjll
终极目标	vjmb
着急忙慌	vjmh
专家门诊	vjmv
至今没有	vjmy
真假难辨	vjnb
招降纳叛	vjnp
知己难求	vjnq
斩将搴旗	vjqq
证据确凿	vjqz
仗剑天涯	vjty
斩尽杀绝	vjuj
长见识了	vjul
只见树木	vjum
知己知彼	vjvb
铸剑为犁	vjwl
至今为止	vjwv
正襟危坐	vjwz
折节下士	vjxu
张口闭口	vkbk
张口结舌	vkju
众口难调	vknt
众口铄金	vkuj
专款专用	vkvy
真可谓是	vkwu
转亏为盈	vkwy
众口一词	vkyc
只可远观	vkyg
只可意会	vkyh
睁开眼睛	vkyj
珠联璧合	vlbh
战略部署	vlbu
争论不休	vlbx
竹篮打水	vldu
中流砥柱	vldv
种类繁多	vlfd
振聋发聩	vlfk
重力感应	vlgy
战略合作	vlhz
转了几圈	vljq
株连九族	vljz
战略目标	vlmb
指路明灯	vlmd
朝令暮改	vlmg
斩落马下	vlmx
至理名言	vlmy
支离破碎	vlps
崭露头角	vltj
逐鹿天下	vltx
真龙天子	vltz
治理整顿	vlvd
整理整理	vlvl
皱了皱眉	vlvm
转来转去	vlvq
周六周日	vlvr
逐鹿中原	vlvy
指鹿为马	vlwm
朝令夕改	vlxg
转了一圈	vlyq
钟灵毓秀	vlyx
装聋作哑	vlzy
捉摸不定	vmbd
执迷不悔	vmbh
捉摸不透	vmbt
执迷不悟	vmbw
争名夺利	vmdl
这么多年	vmdn
这么多人	vmdr
指名道姓	vmdx
直眉瞪眼	vmdy
照猫画虎	vmhh
这么回事	vmhu
这么简单	vmjd
众目睽睽	vmkk
芝麻开门	vmkm
芝麻绿豆	vmld
直冒冷汗	vmlh
钟鸣漏尽	vmlj
珠穆朗玛	vmlm
专门利人	vmlr
这么麻烦	vmmf
知名人士	vmru
正面人物	vmrw
追名逐利	vmvl
琢磨琢磨	vmvm
殖民主义	vmvy
致命一击	vmyj
真没意思	vmys
装模作样	vmzy
指哪打哪	vndn
中年得子	vndz
知难而进	vnej
知难而退	vnet
知难而上	vneu
捉拿归案	vnga
乍暖还寒	vnhh
终南捷径	vnjj
众怒难犯	vnnf
重男轻女	vnqn
转念一想	vnyx
只能作罢	vnzb
猪朋狗友	vpgy
众叛亲离	vpql
真凭实据	vpuj
质朴无华	vpwh
只怕万一	vpwy
中篇小说	vpxu
知情不报	vqbb
只欠东风	vqdf
沾亲带故	vqdg
争权夺利	vqdl
争奇斗艳	vqdy
真情告白	vqgb
瞻前顾后	vqgh
至亲骨肉	vqgr
证券公司	vqgs
支气管炎	vqgy
争强好胜	vqhu
整齐划一	vqhy
重拳出击	vqij
酌情处理	vqil
争前恐后	vqkh
中秋快乐	vqkl
真情流露	vqll
正气凛然	vqlr
朝秦暮楚	vqmi
皱起眉头	vqmt
朝气蓬勃	vqpb
珍禽奇兽	vqqu
赵钱孙李	vqsl
真枪实弹	vqud
真情实感	vqug
知情识趣	vquq
真情实意	vquy
中气十足	vquz
争取争取	vqvq
至情至性	vqvx
重情重义	vqvy
稚气未脱	vqwt
准确无误	vqww
志趣相投	vqxt
终其一生	vqyu
装腔作势	vqzu
终日奔波	vrbb
诸如此类	vrcl
众人侧目	vrcm
遮人耳目	vrem
众人皆知	vrjv
正人君子	vrjz
指日可待	vrkd
郑人买履	vrml
昭然若揭	vrrj
峥嵘岁月	vrsy
重如泰山	vrtu
知人善任	vrur
逐日追风	vrvf
知人之明	vrvm
直人直语	vrvy
助人为乐	vrwl
置若罔闻	vrww
至死不变	vsbb
至死不悟	vsbw
至死不渝	vsby
至死方休	vsfx
折损过半	vsgb
张三李四	vsls
指桑骂槐	vsmh
蛛丝马迹	vsmj
朝三暮四	vsms
朝思暮想	vsmx
重色轻友	vsqy
诸色人等	vsrd
众所周知	vsvv
昼思夜想	vsyx
珠胎暗结	vtaj
遮天蔽日	vtbr
震天动地	vtdd
志同道合	vtdh
指天发誓	vtfu
遮天盖地	vtgd
债台高筑	vtgv
指天画地	vthd
真他妈的	vtmd
指条明路	vtml
政通人和	vtrh
獐头鼠目	vtum
指天誓日	vtur
折腾折腾	vtvt
针头线脑	vtxn
侦探小说	vtxu
只守不攻	vubg
诸事不宜	vuby
知书达理	vudl
壮士断腕	vudw
中山大学	vudx
逐水而居	vuej
众说纷纭	vufy
知识分子	vufz
指手画脚	vuhj
装傻充愣	vuil
知识产权	vuiq
直抒己见	vujj
转瞬即逝	vuju
转身就走	vujz
炙手可热	vukr
掌声雷动	vuld
转世灵童	vult
朝生暮死	vums
装神弄鬼	vung
舟山群岛	vuqd
置身其中	vuqv
正是如此	vurc
掌声如雷	vurl
志士仁人	vurr
震慑人心	vurx
粥少僧多	vusd
纸上谈兵	vutb
肇事逃逸	vuty
中枢神经	vuuj
诸事顺遂	vuus
置身事外	vuuw
诸事顺心	vuux
转瞬之间	vuvj
至善至美	vuvm
只手遮天	vuvt
真实写照	vuxv
直抒胸臆	vuxy
招商银行	vuyh
直上云霄	vuyx
植树造林	vuzl
惴惴不安	vvba
皱皱巴巴	vvbb
忠贞不二	vvbe
置之不理	vvbl
只赚不赔	vvbp
争执不下	vvbx
忠贞不渝	vvby
指指点点	vvdd
整装待发	vvdf
置之度外	vvdw
辗转反侧	vvfc
政治改革	vvgg
转折关头	vvgt
咋咋呼呼	vvhh
整装出发	vvif
众志成城	vvii
茁壮成长	vviv
支柱产业	vviy
谆谆教导	vvjd
谆谆教诲	vvjh
真真假假	vvjj
召之即来	vvjl
直至今日	vvjr
智者见智	vvjv
照照镜子	vvjz
智者乐水	vvlu
壮志凌云	vvly
朝朝暮暮	vvmm
皱着眉头	vvmt
置之脑后	vvnh
辗转难眠	vvnm
转战千里	vvql
整整齐齐	vvqq
郑重其事	vvqu
只知其一	vvqy
直指人心	vvrx
置之死地	vvsd
铮铮铁骨	vvtg
政治体制	vvtv
追涨杀跌	vvud
涨知识了	vvul
扎扎实实	vvuu
真知灼见	vvvj
重中之重	vvvv
只争朝夕	vvvx
壮志未酬	vvwi
助纣为虐	vvwn
正直无私	vvws
正中下怀	vvxh
政治学家	vvxj
振振有词	vvyc
政治运动	vvyd
置之一笑	vvyx
遮遮掩掩	vvyy
浊者自浊	vvzv
沾沾自喜	vvzx
战无不胜	vwbu
知无不言	vwby
珠围翠绕	vwcr
中文大学	vwdx
治外法权	vwfq
站稳脚跟	vwjg
占为己有	vwjy
张王李赵	vwlv
转弯抹角	vwmj
真伪难辨	vwnb
支吾其词	vwqc
众望所归	vwsg
正午时分	vwuf
追亡逐北	vwvb
周吴郑王	vwvw
转危为安	vwwa
朝闻夕死	vwxs
植物纤维	vwxw
重心不稳	vxbw
壮心不已	vxby
锥心刺骨	vxcg
真相大白	vxdb
周旋到底	vxdd
中小股东	vxgd
忠心耿耿	vxgg
中小规模	vxgm
众星拱月	vxgy
中西合璧	vxhb
知行合一	vxhy
真心诚意	vxiy
直线距离	vxjl
秩序井然	vxjr
忠孝节悌	vxjt
忠孝节义	vxjy
争先恐后	vxkh
忠孝两全	vxlq
珍馐美馔	vxmv
抓心挠肺	vxnf
抓心挠肝	vxng
这些年来	vxnl
招贤纳士	vxnu
众星捧月	vxpy
中小企业	vxqy
宅心仁厚	vxrh
这些日子	vxrz
中心思想	vxsx
重信守诺	vxun
直线上升	vxuu
真心实意	vxuy
专心致志	vxvv
真心真意	vxvy
朝夕相伴	vxxb
朝夕相处	vxxi
众星云集	vxyj
桌椅板凳	vybd
直言不讳	vybh
职业操守	vycu
正有此意	vycy
职业道德	vydd
这样的话	vydh
争妍斗丽	vydl
中原地区	vydq
这样都行	vydx
招摇过市	vygu
止于唇齿	vyii
斩妖除魔	vyim
卓有成效	vyix
状元及第	vyjd
专业技能	vyjn
中央集权	vyjq
这样看来	vykl
正义凛然	vylr
正言厉色	vyls
专业领域	vyly
专有名词	vymc
朝云暮雨	vymy
真有你的	vynd
忠言逆耳	vyne
知音难觅	vynm
知音难求	vynq
知音难寻	vynx
这样那样	vyny
只言片语	vypy
转一圈儿	vyqe
专业人才	vyrc
置于死地	vysd
庄严肃穆	vysm
职业素养	vysy
重于泰山	vytu
仗义疏财	vyuc
这样说来	vyul
智勇双全	vyuq
注意事项	vyux
专业术语	vyuy
中庸之道	vyvd
知遇之恩	vyve
招摇撞骗	vyvp
忠于职守	vyvu
仗义执言	vyvy
质疑问难	vywn
张牙舞爪	vywv
知易行难	vyxn
这样下去	vyxq
只有一次	vyyc
只有一个	vyyg
中央银行	vyyh
这样一来	vyyl
珠圆玉润	vyyr
这样也行	vyyx
长幼尊卑	vyzb
志在必得	vzbd
诸子百家	vzbj
驻足不前	vzbq
拙嘴笨腮	vzbs
只字不提	vzbt
照做不误	vzbw
重在参与	vzcy
众醉独醒	vzdx
志在高远	vzgy
知足常乐	vzil
纸醉金迷	vzjm
只字片语	vzpy
志在千里	vzql
种族歧视	vzqu
招灾惹祸	vzrh
志在四方	vzsf
逐字逐句	vzvj
捉贼捉赃	vzvz
只字未提	vzwt
止增笑耳	vzxe
问安视膳	wass
卧不安席	wbax
万般不好	wbbh
万般不舍	wbbs
无般不识	wbbs
万般不舍	wbbu
帷薄不修	wbbx
帏箔不修	wbbx
帏薄不修	wbbx
帷箔不修	wbbx
文不对题	wbdt
玩兵黩武	wbdw
亡不待夕	wbdx
万不得已	wbdy
雾鬓风鬟	wbfh
我不犯人	wbfr
无边风月	wbfy
完璧归赵	wbgv
完璧归赵	wbgz
王八羔子	wbgz
歪不横楞	wbhl
文不加点	wbjd
万般留恋	wbll
威逼利诱	wbly
乌白马角	wbmj
万别千差	wbqc
位不期骄	wbqj
稳步前进	wbqj
卧冰求鲤	wbql
恶不去善	wbqs
歪八竖八	wbsb
韦编三绝	wbsj
无病呻吟	wbsy
万不失一	wbsy
无病呻吟	wbuy
微薄之力	wbvl
无本之木	wbvm
无背无侧	wbwc
无边无际	wbwj
无不无聊	wbwl
万般无奈	wbwn
无边无沿	wbwy
无边无垠	wbwy
无病无灾	wbwz
亡不旋跬	wbxk
未卜先知	wbxv
未卜先知	wbxz
亡不旋踵	wbxz
位卑言高	wbyg
雾鬓云鬟	wbyh
无补于事	wbys
