aabq	傲岸不群
xxkk	辛辛苦苦
xxli	心血来潮
xxlh	熊熊烈火
xxll	淅淅沥沥|稀稀拉拉|鲜血淋漓
xxlu	鸮心鹂舌
xxlt	消息灵通
xxnc	挟细拿粗
xxnh	熊熊怒火
xxnj	小小年纪
xxnl	学习能力
xxnm	嬉笑怒骂|嘻笑怒骂
xxnn	心心念念
xxpf	膝行匍伏|膝行蒲伏
xxqt	徙薪曲突
xxqw	细嗅蔷薇
xxrk	欣喜若狂
xxrl	新新人类
xxrn	选贤任能
xxrr	熙熙攘攘|熙熙壤壤|熙熙融融
xxru	栩栩如生
xxry	像心如意
xxui	心想事成
xxud	轩轩甚得|下学上达
xxum	心闲手敏
xxus	相形失色
xxss	形形色色
xxsw	形象思维
xxsx	寻瑕伺隙
xxuy	循循善诱|像心适意
xxtg	吸新吐故
xxvh	星星之火
xxvq	欣喜之情
xxvy	行侠仗义
xxwv	心向往之
xxwx	寻消问息
xxwy	纤悉无遗
xxwz	象形文字
xxxa	心胸狭隘
xxxb	小修小补
xxxg	息息相关
xxxj	相呴相济
xxxr	欣欣向荣
xxxt	息息相通
xxxv	心胸狭窄
xxxx	惺惺相惜
xxxy	心心相印|像心像意
xxyd	虚席以待
xxyg	喜新厌故
xxyj	喜新厌旧|香消玉减
xxyk	喜笑颜开
xxym	显姓扬名
xxyr	休休有容
xxys	喜形于色|晓行夜宿|喜行于色|贤贤易色|香消玉碎|香消玉损
xxyu	相呴以湿
xxyx	休息一下|修心养性
xxyy	小心翼翼|香消玉殒
xxvb	膝行肘步
xxvd	心小志大
xxvk	席薪枕块|隙穴之窥
xxzl	学习资料
xxzu	寻衅滋事
xxzt	惺惺作态
xxvv	蝎蝎螫螫|雄心壮志
xybi	习焉不察
xybf	蓄意报复
xybg	心有不甘
xybj	学艺不精
xybl	形影不离
xybp	小眼薄皮
xybw	喜跃抃舞
xyby	下愚不移
xyif	心悦诚服
xyim	降妖除魔
xycm	香药脆梅
xyiq	相映成趣
xyis	习以成俗|相沿成俗
xyix	相沿成习
xyiy	夕阳产业|先意承颜|闲言长语
xyiv	胸有成竹|先意承旨|先意承指|先意承志
xydg	兄友弟恭
xydm	鲜艳夺目
xydv	心有独钟|星移斗转
xydy	闲言淡语
xyeq	向隅而泣
xyfm	降妖伏魔
xyfq	衔冤负屈
xyfw	逍遥法外
xyfv	悬疣附赘
xygg	硝烟滚滚
xygh	闲云孤鹤
xygu	虚应故事|宵衣旰食|炫玉贾石
xygx	血缘关系
xyhl	先忧后乐
xyhx	瑕瑜互见
xyjb	悬崖绝壁
xyju	稀有金属|衔玉贾石|衒玉贾石
xyjt	巷议街谈
xykm	析疑匡谬
xyli	心余力绌
xylh	晓以利害
xylj	胸有鳞甲
xylm	悬崖勒马|鲜衣良马
xylu	行云流水
xylx	心有灵犀|惜玉怜香|陷于缧绁
xyly	闲言冷语
xymh	心有猛虎
xymm	硝烟弥漫
xymq	小有名气
xymu	鲜衣美食|喜溢眉梢
xymx	想也没想
xymv	涎玉沫珠
xynm	鲜衣怒马
xynn	心痒难耐|心痒难挠
xypl	析言破律
xypp	汹涌澎湃
xypv	稀有品种
xypy	闲言泼语
xyqb	虚有其表|悬崖峭壁
xyqj	仙液琼浆
xyqu	衒玉求售
xyrh	笑靥如花
xyrq	祥云瑞气
xysb	膝痒搔背
xyud	下意识的
xyug	行远升高
xyux	休养生息|膝语蛇行
xysy	闲言碎语
xyuy	享有盛誉
xyuv	骁勇善战
xytq	薰莸同器
xyvt	象牙之塔
xyvy	学以致用|闲言赘语
xywi	习以为常
xywm	相依为命
xywv	信以为真
xyww	羞与为伍
xywx	咸与维新|咸与惟新
xywy	虚与委蛇|相与为一
xyxc	献言献策
xyxi	习与性成
xyxd	形影相吊
xyxf	血雨腥风
xyxh	血液循环
xyxs	形影相随
xyxu	相因相生
xyxt	心意相通
xyxx	夕阳西下
xyxy	闲言闲语|涎言涎语
xyxv	先意希旨
xyyh	闲云野鹤
xyyj	心有余悸|咸阳一炬
xyyl	行有余力
xyym	心猿意马
xyyp	霞友云朋
xyyq	吸引眼球
xyyr	夏雨雨人
xyys	稀有元素
xyzd	逍遥自得
xyze	行远自迩
xyzg	兴妖作怪
xyvg	降妖捉怪
xyvn	行易知难
xyzu	衒玉自售
xyzz	逍遥自在
xzbc	险遭不测
xzbd	行踪不定
xvbd	现钟不打
xvbg	心织笔耕
xzih	下自成行
xzcs	孝子慈孙
xzix	下自成蹊
xviy	希旨承颜
xvdp	席珍待聘
xzdu	咸嘴淡舌
xvfd	现钟弗打
xzhm	心醉魂迷
xvjb	胸中甲兵
xzjn	险阻艰难
xvkb	心拙口夯
xzkl	现在看来
xzkt	跣足科头
xzlh	幸灾乐祸
xvlj	胸中鳞甲
xzlu	现在来说|虚嘴掠舌
xvmc	洗濯磨淬
xzmj	寻踪觅迹
xvml	细针密缕
xzmx	瞎子摸象
xzmy	瞎子摸鱼
xvnv	犀照牛渚
xvpr	遐州僻壤
xvpw	虚舟飘瓦
xzpx	西子捧心
xvqj	享之千金
xvqk	旋转乾坤
xvrb	相庄如宾
xzrd	闲杂人等
xzrj	惜字如金
xvrl	行者让路
xzrz	显祖荣宗
xvuj	心照神交
xzul	削足适履
xzum	心醉神迷
xvum	逊志时敏
xvsr	兴致索然
xzus	孝子顺孙
xzuv	虚则实之
xvuv	惜指失掌
xzwd	行踪无定
xvwq	徙宅忘妻
xzwu	先自隗始
xvxm	凶终隙末
xzxs	孝子贤孙
xvxt	狎雉驯童
xvyb	象箸玉杯
xzyd	虚左以待
xzyf	雄姿英发
xzym	仙姿玉貌|仙姿佚貌|显祖扬名
xvys	相知有素
xzys	仙姿玉色
xzyy	霞姿月韵
xzyv	仙姿玉质
xzyz	显祖扬宗
xvzw	行住坐卧
xvzv	享帚自珍
yagv	有碍观瞻
yajd	宴安鸠毒
yaki	有案可查
yauh	因爱生恨
yayh	又爱又恨
ybbh	夜不闭户
ybbq	一病不起
ybbt	衣不蔽体
ybim	夜不成寐
ybdt	一步登天|烟波钓徒
ybdw	一步到位
ybeg	掩鼻而过
ybel	有备而来
ybey	一般而言
ybff	一表非凡
ybfq	月白风清
ybfr	一部分人
ybgs	夜不归宿
ybgx	一笔勾销
ybhm	烟波浩渺
ybjd	衣不解带
ybjl	由表及里|摇笔即来
ybjr	也不尽然
ybju	一般见识
ybjy	言不及义|言不尽意
ybkb	一斑窥豹
ybkj	遥不可及
ybkq	牙白口清
ybkt	仰不愧天
yblu	一不留神
yblw	也不例外
ybmu	一笔抹煞
ybnj	一把年纪
ybnm	夜不能寐
ybnr	饮冰内热
ybnu	也不能说
ybnv	一不扭众
ybqr	养兵千日
ybqu	衣被群生
ybrb	饮冰茹檗
ybrc	义不容辞|一表人才
ybrm	原班人马
ybru	一败如水|用兵如神
ybrx	衣不如新
ybry	也不容易
ybud	妖不胜德
ybsg	夜半三更
ybsn	一把死拿
ybsv	一波三折
ybuw	也不失为
ybsy	一板三眼
ybtd	一败涂地
ybtt	仪表堂堂
ybty	沿波讨源
ybvb	以暴制暴
ybvd	也不知道
ybvj	一本正经
ybvl	一臂之力
ybvy	一步之遥|以冰致蝇
ybwc	衣不完采
ybwe	一般无二
ybwf	应变无方
ybwg	也不为过
ybwh	有备无患
ybwl	一本万利
ybwp	一波未平
ybxi	衣钵相传
ybxg	用不习惯
ybxv	鹬蚌相争
ybxx	一不小心|一瓣心香
ybyb	以暴易暴
ybyd	也不一定
ybyf	一饱眼福|游必有方
ybyg	也不应该|一步一鬼
ybyj	言必有据
ybyq	亦步亦趋|一波又起
ybyu	用兵一时|艺不压身
ybyt	义薄云天
ybyv	言不由衷|言必有中|一不压众
ybyx	允不允许
ybyy	愿不愿意|一板一眼
ybzb	一败再败
ybvg	一秉至公
ybzh	一鼻子灰
ybzm	也不怎么
ybzv	拥兵自重
ybvz	挹彼注兹
yibb	一成不变
yibd	严惩不贷|扬长避短
yibh	一倡百和
yibr	一尘不染
yibx	阳春白雪|永垂不朽
yiim	一场春梦
yidb	眼馋肚饱
ycdf	阴曹地府
yidu	一棰定声
ycdx	一寸丹心
yidy	一锤定音
ycdz	以词定字
yiec	一差二错
yief	一触而发
ycej	一蹴而就
ycel	由此而来
yieq	扬长而去
ycfi	异彩纷呈
ycfm	依草附木
yifs	言出法随
yigu	摇唇鼓舌
ychy	以辞害意|淫辞秽语
yija	移船就岸
yijf	一触即发
ycjg	有错就改
yijj	有产阶级
yijk	一触即溃
ycjl	言辞激烈
yijr	语出惊人
yckl	由此看来
yckv	由此可知
yild	一长两短
yilh	一床两好
yclt	以此类推
yilv	一串骊珠
yimd	夜长梦多
yiml	寅吃卯粮
yimu	燕巢幕上
yimv	一筹莫展
ycmz	一辞莫赞
yind	羊肠鸟道
yiqg	永垂千古
ycqu	游辞巧饰
yiuj	言传身教
ycuj	因材施教
yist	一唱三叹
yisy	阳春三月
yctu	与此同时
yiwg	腰缠万贯
yiwm	以丑为美|燕巢危幕
yiwn	遗臭万年
ycwr	以此为荣
ycwv	以此为准
yixd	以诚相待|羊肠小道
ycxh	野草闲花
yixj	一场虚惊
ycxu	淫辞邪说
ycyi	阴错阳差
yiyc	阴差阳错
yiyd	一长一短
ycyg	与此有关
yiyh	一唱一和
yiyj	阳春有脚
yiyl	一成一旅|莺俦燕侣
ycym	一草一木
ycyq	淫词艳曲
yiyx	宜嗔宜喜
yiyy	又臭又硬
ycyy	越挫越勇
yczc	一错再错
ycvu	倚财仗势
yczz	言辞凿凿
yizz	饮醇自醉
ydan	印第安纳
ydar	印第安人
ydbi	药到病除
ydbd	一动不动|以德报德
ydbu	言多必失|一丁不识
ydbx	移东补西
ydby	以德报怨|一定不易
ydid	一定程度
ydcg	咬得菜根
ydcr	应对从容
ydiy	远渡重洋
yddf	有的地方
yddm	以点带面
ydei	易地而处
ydeg	一带而过
ydel	远道而来
ydfi	雨打风吹
ydfl	一代风流|药店飞龙
ydfq	云淡风轻
ydfr	以德服人
ydfu	有的放矢
ydfw	一定范围
ydgd	以毒攻毒
ydgm	以点概面
ydhl	移动互联
ydhz	焉得虎子
ydjm	一地鸡毛
ydjt	咬钉嚼铁
ydjv	一点就着
ydjx	移东就西
ydkl	元旦快乐
ydkm	一代楷模
ydky	一定可以
ydld	一刀两断
ydly	一搭两用
ydmf	有点麻烦
ydqg	欲戴其冠
ydqx	以大欺小
ydqz	因敌取资
ydrl	应答如流|应对如流
ydub	衣单食薄
ydsi	约定俗成
yduh	有的时候
yduj	一段时间
yduq	有待商榷
ydur	诱敌深入
ydtb	原地踏步
ydtj	一代天骄|遗大投艰
ydtl	以碫投卵
ydtz	一代谈宗
ydvc	应对之策
ydvy	因地制宜|一得之愚
ydwk	一睹为快
ydwm	羊大为美
ydwq	野调无腔
ydwt	有点问题
ydxf	异地相逢
ydxu	异端邪说
ydyb	一点也不|压倒元白
ydyd	一点一滴
ydyl	一带一路
ydyp	有的一拼|一箪一瓢
ydyq	压倒一切
ydyu	有得有失
ydys	有点意思
ydyx	一德一心
ydvg	一得之功|一定之规
ydzh	一肚子火
ydvj	一得之见
ydzq	一肚子气
yebf	引而不发
yeie	以讹传讹
yedl	掩耳盗铃
yedm	以耳代目
yedt	悦耳动听
yefl	养儿防老
yeue	有二说二
yess	一二三四
yewm	勇而无谋
yewx	言而无信
yexh	宴尔新婚|燕尔新婚
yeyf	一二月份
yeyn	养儿育女
yeyu	隐恶扬善
yeyx	言而有信
yeyv	要而言之
yfbc	以防不测
yfbd	原封不动
yfbq	艳福不浅
yfby	有法不依
yfih	因风吹火|引风吹火
yfcm	严父慈母
yfiu	一佛出世
yfcu	预防措施
yfit	一反常态|一飞冲天
yfcv	莺飞草长
yfdf	要风得风
yfdg	一夫当关
yfdq	一夫多妻
yfdy	蝇粪点玉|迎风待月
yffu	一帆风顺
yfgy	一分耕耘
yfjq	一分价钱
yfjw	一反既往
yfku	一番口舌
yfky	有法可依
yfld	幼发拉底|游蜂浪蝶
yfly	有凤来仪
yfny	吟风弄月
yfpd	一发破的
yfqj	一发千钧|一饭千金
yfru	亦复如是
yfuf	遇佛杀佛
yfuh	一分收获
yfsu	严防死守
yfst	有负所托
yfsv	约法三章
yfsx	用非所学
yftx	有福同享
yfty	义愤填膺
yfvf	有夫之妇
yfvv	阴风阵阵|迎风招展
yfvx	研发中心|一傅众咻
yfwe	一分为二
yfwy	以防万一
yfxy	蚁封穴雨
yfyi	有房有车
yfyf	愚夫愚妇
yfyh	扬帆远航
yfym	一分一秒
yfyq	一夫一妻
yfyr	应付裕如
yfys	移风易俗
yfyt	一房一厅
yfyw	阳奉阴违
yfyy	鸢飞鱼跃|吟风咏月
yfvh	扬幡招魂
yfzr	应付自如
yfvr	一方之任
ygbl	以冠补履
ygbm	雁过拔毛
ygbn	应该不能
ygbv	一官半职
ygby	因果报应
ygii	衣冠楚楚
ygcl	阳光灿烂
ygdd	阳关大道
ygdl	一个顶俩
ygdv	一个多钟
ygdy	一个多月
ygei	鱼贯而出
ygef	有感而发
ygeg	一个二个
ygej	一干二净
ygel	一概而论
yger	鱼贯而入
ygfi	阴沟翻船|仰观俯察
ygfg	忧国奉公
ygfj	以古非今
ygfm	一个方面
ygfq	异国风情
yggx	因果关系
yggy	云贵高原
yggv	一改故辙
yghl	叶公好龙
yghx	以观后效
yghy	移宫换羽
ygje	一个劲儿
ygjh	一个机会
ygjs	因公假私
ygkj	油光可鉴
ygkt	以管窥天
yglb	一个礼拜
yglg	一个两个
yglh	一个来回
yglj	严格来讲
ygll	眼观六路
yglu	雁过留声
yglv	一国两制
yglz	一个例子
ygmm	阳光明媚
ygmv	欲盖弥彰
ygmz	一个模子
ygne	一股脑儿
ygpv	阳光普照
ygqu	言过其实|衣冠禽兽
ygqs	衙官屈宋
ygrf	一干人犯
ygru	月光如水
ygud	眼高手低
ygsd	阳关三迭
yguf	掩过饰非
ygsg	一国三公
yguj	一个世纪
ygsj	勇冠三军
ygul	严格说来
ygsl	眼观四路
ygum	引鬼上门
yguu	应该说是
yguw	一个上午
ygux	有关事项
yguy	有关事宜
yguv	一个手指
ygtf	一轨同风
ygtq	雨过天晴
ygtx	异国他乡
ygvi	有功之臣
ygvq	阳刚之气
ygvt	一个钟头
ygvu	倚官仗势
ygvv	言归正传
ygwj	忧国忘家
ygwu	一个晚上|眼观为实|以攻为守
ygwt	一个问题|以规为瑱
ygxd	腰鼓兄弟
ygxh	因果循环
ygxj	衣冠枭獍
ygxq	一个星期
ygxu	一个小时
ygxv	因公殉职
ygxw	一个下午
ygyd	眼高于顶
ygyg	一个一个
ygyh	言归于好
ygyj	有根有据
ygym	忧国忧民
ygyq	严格要求
ygys	于公于私
ygyu	愚公移山
ygyw	莺歌燕舞
ygyy	一个原因
ygzl	油光锃亮
ygzq	一鼓作气
yhbn	一呼百诺
yhbs	阴魂不散
yhby	一呼百应
yhiu	养虺成蛇|一麾出守
yhdf	因祸得福
yhdx	银河倒泻
yhei	一挥而成
yhej	一挥而就
yhes	一哄而散
yhgg	有何贵干|引吭高歌
yhhj	燕颔虎颈
yhjh	以火救火
yhjm	移花接木
yhll	眼花缭乱
yhlu	一簧两舌
yhlt	羊狠狼贪
yhmf	饮河满腹
yhqj	一壶千金
yhqv	隐晦曲折
yhrc	一寒如此
yhur	月黑杀人
yhuu	引火烧身
yhtu	饮恨吞声
yhwf	因祸为福
yhwq	遗害无穷|贻害无穷
yhwz	姚黄魏紫
yhxi	异乎寻常
yhxw	饮灰洗胃
yhxy	野鹤闲云
yhye	瑶环瑜珥
yhyh	养虎遗患
yhyu	忧患余生
yhzw	引虎自卫
yhvy	一狐之腋
yiww	运筹帷幄
yjbl	有机玻璃
yjbq	玉洁冰清|一介不取
yjbt	月经不调
yjbv	一蹶不振
yjbx	应接不暇
yjby	殷鉴不远
yjca	冤假错案
yjck	一脚踩空
yjik	鹰击长空
yjim	一举成名
yjis	掩卷沉思
yjcv	引咎辞职
yjix	一箭穿心
yjcx	一决雌雄|隐介藏形
yjiy	殃及池鱼
yjdb	压肩迭背|亚肩叠背
yjdj	有简打简
yjdl	引颈待戮
yjdr	以己度人
yjfb	与己方便
yjfn	衣架饭囊
yjft	用进废退
yjgl	夜静更阑
yjgu	夜静更深
yjgx	一决高下
yjhi	有机合成
yjhj	要价还价
yjhk	养家糊口|养家活口
yjhw	延颈鹤望
yjhx	衣锦还乡
yjhy	欲拒还迎
yjjc	有奖竞猜
yjji	以酒解酲|一骑绝尘
yjjd	引经据典
yjjg	远交近攻
yjju	一家眷属
yjjv	一击即中|延颈举踵
yjki	有机可乘
yjkg	严加看管
yjkx	有迹可循
yjld	一举两得
yjlg	颜筋柳骨
yjlh	有句老话
yjls	腰肌劳损
yjlv	以假乱真
yjlx	一家老小
yjmh	驿寄梅花
yjmv	鹰击毛挚
yjnq	一将难求
yjny	也就那样
yjql	用尽全力|一举千里
yjqr	养军千日
yjqu	远近亲疏
yjqv	御驾亲征|隐居求志
yjqx	一见倾心
yjrg	一见如故|衣锦荣归
yjrj	一见如旧
yjrq	有简让全
yjub	一浆十饼
yjud	一箭双雕|一箭上垛
yjuk	眼疾手快
yjsk	一家三口
yjsl	一己私利
yjul	引颈受戮
yjsm	贻厥孙谋
yjuu	一介书生
yjsz	语惊四座
yjtk	一脚踏空
yjtq	异军突起
yjts	研精覃思
yjtx	永结同心|仪静体闲
yjvd	一箭之地
yjvl	一己之力
yjvq	一见钟情
yjvv	一家之主
yjvy	一家之言|言近旨远|一箭之遥
yjwg	殃及无辜
yjwl	有教无类
yjwm	远近闻名|曳裾王门
yjwq	有简无全
yjwt	以进为退
yjwx	有惊无险
yjxj	用尽心机
yjxl	一觉醒来
yjxr	养精蓄锐|养精畜锐
yjxs	英俊潇洒
yjxy	以儆效尤
yjya	应急预案
yjyd	一举一动
yjyf	以简驭繁
yjyg	言简意赅
yjyl	寓教于乐
yjyq	业精于勤
yjyu	宜家宜室
yjyv	一惊一乍
yjyx	又惊又喜|衣锦夜行
yjyz	腰金衣紫
yjvi	一技之长
yjvj	一家之计
yjzl	牙尖嘴利
yjzm	倚姣作媚
yjvs	一己之私
yjzz	引咎自责
ykbt	一刻不停
ykdx	医科大学
yken	一哭二闹
ykfv	亦可覆舟
ykhj	盈科后进
ykhl	掩口葫芦
ykjb	有口皆碑
ykjr	云开见日
ykli	一口两匙
yklx	一口老血
yknb	有口难辩
yknf	有口难分
ykqj	一刻千金
ykri	云开日出
yksh	眼空四海
ykuq	一馈十起
yksu	一口三舌
ykst	忆苦思甜
ykuv	犹恐失之
yktu	异口同声
yktx	一匡天下
ykty	异口同音
ykwl	欲哭无泪
ykws	云开雾散
ykww	眼空无物
ykwx	有口无心
ykwy	哑口无言
ykyd	一口咬定
ykyk	一口一口
ykyz	一夔已足
ykvj	一孔之见
ykzl	有空再聊
ylbd	意料不到|一了百当
ylbh	于理不合
ylbj	一鳞半甲
ylbl	一了百了
ylbm	亚拉巴马
ylbv	一鳞半爪
ylib	因利乘便
ylii	疑虑重重
ylcc	隐鳞藏彩
ylid	一力承当
ylch	以蠡测海
ylis	娱乐场所
ylit	优良传统
ylix	远离尘嚣
yldg	扬铃打鼓
yldh	舆论大哗
yldv	一两点钟
yldw	由里到外
yldx	耶鲁大学
yleq	一来二去
yleu	一雷二闪|以狸饵鼠|鹰瞵鹗视
ylew	一来二往|引领而望
ylfi	一路风尘
ylff	议论纷纷
ylfh	原路返回
ylfr	以理服人|以力服人
ylfs	引领风骚
ylfv	一两分钟
ylfx	一路福星
ylgg	叶落归根
ylgm	用力过猛
ylgv	一两个钟
ylgw	与狼共舞
ylgy	一两个月
ylgz	一两个字
ylhd	娱乐活动
ylhr	舆论哗然
ylhx	一脸坏笑
ylhz	鱼龙混杂
yljd	舆论监督
yljh	一两句话
yljj	因陋就简
ylju	以卵击石
yljt	一连几天
yljv	雨露均沾
ylkt	有利可图
ylkx	一脸苦相
yllx	以利累形
ylml	倚老卖老
ylmm	一脸迷茫
ylmr	一脸茫然
ylnf	一路逆风
ylny	伊利诺伊
ylpa	一路平安
ylpj	依流平进
ylpu	一路攀升
ylqm	意乱情迷
ylqu	瑶林琼树
ylqv	一落千丈
ylrc	原来如此
ylrj	夜阑人静
ylru	引狼入室
ylub	伊丽莎白
ylud	亚历山大
ylsd	英伦三岛
yluf	一路顺风
yluj	因陋守旧
ylsl	耶路撒冷
ylum	意乱神迷
ylsn	亚利桑那
ylur	印累绶若
yluu	衣来伸手
ylsv	养老送终
ylsw	迎来送往
yltj	有利条件
yltu	以卵投石
yltx	一路同行
ylvf	优劣之分
ylvq	叶落知秋
ylvu	意料中事
ylvv	意料之中
ylvw	意料之外|药笼中物
ylwg	一脸无辜
ylwh	以邻为壑
ylwj	压良为贱
ylwl	云里雾里
ylwu	与邻为善
ylww	眼泪汪汪
ylwy	一览无余
ylxi	月落星沉
ylxd	以礼相待
ylxf	游龙戏凤
ylxg	眼露凶光
ylxj	瑶琳仙境
ylxm	以泪洗面
ylxp	一路小跑
ylxq	一路向前
ylxu	一两小时
ylxv	游龙戏珠
ylxz	有两下子
ylyb	有利有弊
ylyi	越来越差|燕侣莺俦
ylyd	越来越多
ylye	又冷又饿
ylyh	越来越好
ylyj	有理有据
ylyk	又累又困
ylyl	娱乐娱乐
ylyn	越来越难
ylyq	妖里妖气
ylyr	一冷一热
ylyu	越来越少|一龙一蛇|遗老遗少
ylyt	摇了摇头
ylyv	有零有整|一鳞一爪|一龙一猪
ylyw	有来有往
ylyx	越来越像
ylyy	一劳永逸
ylzd	夜郎自大
ylzh	一路走好
ylzl	一路走来
ylzr	雨露滋润
ylzy	言论自由
ymbb	一毛不拔
ymbd	延绵不断
ymbf	也没办法
ymbh	倚门傍户
ymbq	掩目捕雀
ymbu	一瞑不视
ymih	游目骋怀
ymit	仰面朝天
ymdq	越陌度阡
ymdx	一马当先
ymel	迎面而来
ymeq	掩面而泣
ymfm	羽毛丰满
ymfq	幽默风趣
ymgc	有没搞错
ymgd	有目共睹
ymgg	妖魔鬼怪|勇猛果敢
ymgj	阴谋诡计
ymgx	也没关系
ymhv	鱼目混珠
ymhz	鱼目混杂
ymjj	勇猛精进
ymjl	夜幕降临
ymjr	一鸣惊人
ymju	颜面尽失
ymjx	眼冒金星
ymkd	倚马可待
ymlh	愚昧落后
ymlm	圆满落幕
ymlr	一目了然
ymls	一抹亮色
ymlw	扬名立万
ymmq	倚门卖俏
ymmx	倚门卖笑
ymmz	游牧民族
ymnd	榆木脑袋
ymny	亚美尼亚
ymnv	一木难支
ympi	一马平川
ympp	衣袂飘飘
ymqj	鸦默雀静
ymqr	以貌取人
ymqy	缘木求鱼
ymqv	倚马七纸
ymrj	一面如旧
ymsd	颜面扫地
ymsg	游目四顾
ymuh	一目十行
ymuk	眼明手快
ymsl	郁闷死了
ymuw	英明神武
ymtb	沿门托钵
ymtl	与民同乐
ymtq	扬眉吐气|饮马投钱
ymtu	异名同实
ymtt	仰面唾天
ymtx	誉满天下
ymvc	一面之词
ymvj	一面之交
ymvl	与民争利
ymvq	仰慕之情
ymvu	验明正身
ymvv	揠苗助长
ymvx	鱼米之乡
ymvy	一面之缘
ymwb	以民为本
ymwf	羽毛未丰
ymwh	一命呜呼
ymwj	野马无缰
ymwm	以梦为马
ymwu	有名无实
ymwv	愚昧无知
ymww	湮没无闻
ymxb	以命相搏
ymxi	一脉相承|幺麽小丑|一脉相传
ymxl	眼明心亮
ymxp	雁默先烹
ymxr	以沫相濡
ymxs	一门心思
ymxt	一脉相通
ymxx	月明星稀
ymxy	意马心猿
ymyb	跃马扬鞭
ymyg	优孟衣冠
ymyh	越描越黑
ymyl	倚门倚闾
ymyu	英明一世
ymyw	溢美溢恶
ymyx	有名有姓
ymyy	一模一样
ymzk	月满则亏
ynbz	一年半载
ynim	一念成魔
ynix	遇难成祥
yndt	一年到头
yneu	迎难而上
ynew	由内而外
ynfg	旖旎风光
ynfv	亦能覆舟
ynjb	阴凝坚冰
ynjc	一念及此
ynjq	因难见巧
ynjs	一牛九锁
ynkf	怨女旷夫
ynpd	夜尿频多
ynqj	一诺千金
ynru	业内人士
ynsj	一年四季
ynur	尧年舜日
yntd	有难同当
ynvb	云泥之别
ynvc	一念至此
ynvh	一年之后
ynvi	一念之差|厌难折冲
ynvj	一念之间
ynvn	一年之内
ynvv	疑难重症
ynvx	一怒之下
ynwr	以你为荣
ynwx	余怒未消
ynwv	眼内无珠
ynyc	一年一次
ynyd	一年一度
ynyn	一男一女
ynyq	鹰拿燕雀
ynyu	延年益寿
ynzu	英年早逝
ynzv	疑难杂症
ypbx	一片冰心
ypdx	眼皮底下
ypeh	一炮而红
ypfj	一票否决
ypgm	一片光明
ypgq	以偏概全
ypgu	一片宫商
ypgv	一屁股债
yphl	一片混乱
yphr	一片哗然
ypht	一抔黄土
yphy	一派胡言
ypjf	有屁就放
ypjh	一拍即合
ypjt	一片焦土
ypkb	一片空白
ypkf	有屁快放
yplj	一片狼藉
ypls	一拍两散
ypnq	一票难求
ypqh	一片漆黑
yprx	一贫如洗
ypuh	一曝十寒
ypuj	一片生机
ypsj	一片死寂
ypsu	一盘散沙
yptt	一片坦途
ypvl	一拼之力
ypvz	扬葩振藻
ypwy	一片汪洋
ypxy	一片心意
ypyc	一颦一簇
ypyj	有凭有据
ypyp	一片一片
ypyv	有赔有赚
ypyx	一颦一笑|一喷一醒
yqbd	阴晴不定
yqbh	逾期不候
yqbl	移情别恋
yqbm	欲求不满
yqbr	英气逼人
yqbu	语气不善
yqbt	一窍不通
yqbv	一钱不值
yqby	有求必应
yqif	衣轻乘肥
yqit	怨气冲天|燕雀处堂
yqdl	玉砌雕阑
yqdu	元气大伤
yqeb	一穷二白|一清二白
yqei	一清二楚
yqfb	缘浅福薄
yqff	意气风发
yqfr	抑强扶弱
yqfu	仰取俯拾
yqfx	粤犬吠雪|一犬吠形
yqgf	引起公愤
yqgz	欲擒故纵
yqhi	一气呵成
yqhd	油腔滑调
yqhh	以其昏昏
yqhu	逸趣横生
yqhw	鹰觑鹘望
yqjv	扬清激浊
yqkj	勇气可嘉
yqky	有情可原
yqlr	以强凌弱|倚强凌弱
yqlw	盈千累万
yqml	有气没力
yqms	以权谋私
yqmy	嘤其鸣矣
yqnh	摇旗呐喊
yqqu	缘浅情深|以屈求伸
yqrm	一钱如命
yqru	由浅入深|一清如水
yqrx	一腔热血
yqsi	用其所长
yqst	鹰犬塞途
yqsy	一切随缘|一谦四益
yqtc	谊切苔岑
yqtg	异曲同工
yqtu	饮泣吞声
yqtx	有期徒刑
yqvg	一墙之隔
yqvh	一丘之貉
yqvx	一气之下|严气正性
yqvy	与其这样
yqwb	掩其无备
yqwg	游骑无归
yqwh	有去无回
yqwl	有气无力
yqwu	鸦雀无声
yqww	鸦雀无闻
yqwv	牙签万轴
yqxb	涌泉相报
yqxi	意气消沉
yqxd	意气相得
yqxg	偃旗息鼓
yqxh	燕雀相贺
yqxu	言情小说
yqxt	意气相投
yqyi	以求一逞
yqyf	一起一伏
yqyg	一瘸一拐
yqyh	一前一后|一琴一鹤|一丘一壑
yqyj	寓情于景
yqyl	眼前一亮
yqym	缘起缘灭
yqyn	有求于你
yqyq	予取予求
yqyr	有求于人
yqyu	意气用事
yqyt	移气养体
yqyx	怡情养性|怡情悦性
yqyy	有情有义|意气扬扬
yqvu	一切众生
yrbd	用人不当
yrbj	一日不见
yrbu	遇人不淑
yrbx	仰人鼻息
yrby	用人不疑|隐忍不言
yriu	因人成事
yrix	一人传虚
yrdd	一人得道
yrdg	隐若敌国
yrej	迎刃而解
yrem	掩人耳目
yreu	油然而生
yrey	因人而异
yrfb	与人方便
yrfv	易如反掌
yrfy	因人废言
yrfz	诱人犯罪
yrgd	优柔寡断
yrgw	依然故我
